Identifier,Fish ID,Feed,Position,Replicates,Fish_Type,Lipid_%,C4:0,C6:0,C8:0,C10:0,C11:0,C12:0,C14:0,C14:1,C15:0,C15:1,C16:0,C16:1,C17:0,C17:1,C18:0,C18:1n9c,C18:1n9t,C18:2n6t,C18:2n6c,C18:3n6c,C18:3n3c,C20:0,C20:1n9,C20:2,C20:3n6,C20:4n6,C21:0,C20:3n3,C20:5n3,C22:0,C22:1n9,C22:2,C23:0,DPA,C22:6n3,C24:0,C24:1n9
S09_NQC1_R2,S09,B,NQC1,R2,Small,8.9,0.0364795,0.030561915,0,0,0.031461326,0.057645384,4.3560386,0.191922102,0.144860208,0.276930881,12.60981572,5.066882263,0.785075874,0.542116718,3.994739427,15.00800482,1.763675431,0.210399929,12.92225081,0.361886356,3.582950097,0.14830004,6.308783363,0.777129862,0.21149771,0.418247141,0.300662565,1.585096142,6.799336888,0.023262444,5.363521489,0.497738303,0.215344708,2.815189462,7.442051529,0,0.401055177
S09_NQC1_R3,S09,B,NQC1,R3,Small,6.88,0,0,0,0,0,0.066442698,4.211662406,0.188204262,0.143547943,0.297047319,13.09006706,4.779745694,0.701838293,0.587424525,3.481237187,18.07942209,2.139223025,0.173142831,11.95345832,0.369044278,3.461353836,0.167514523,0.675612422,0.756202195,0.209373955,0.491533945,0.271448112,1.537043943,6.919168164,0,5.007756011,0.539038417,0.249462481,3.400164634,10.29380015,0.102974851,0.512396678
S09_NQC2_R1,S09,B,NQC2,R1,Small,11.48,0,0,0,0,0,0.058510057,4.168354132,0.178872597,0.136225089,0.279800023,12.15612952,4.80724683,0.69444574,0.571825202,2.78650634,17.62537205,2.082454179,0.157367482,12.10142303,0.356872878,3.446298838,0.154397346,5.82695034,0.736189369,0.200460245,0.412186078,0.273095857,1.515237099,6.611149712,0,4.841364596,0.521794198,0.211509544,3.206638899,8.286809616,0.096794179,0.451374278
S09_NQC2_R2,S09,B,NQC2,R2,Small,17.18,0,0,0,0,0,0.058235894,4.363873141,0.181197723,0.140880433,0.2799829,12.39264873,5.085063157,0.741868698,0.611766992,3.191382175,16.22602613,1.655014894,0.207201199,12.59038979,0.369677141,3.649320779,0.158282149,6.091060384,0.760665543,0.208837123,0.411451113,0.278734119,1.581526018,6.78942636,0.027981435,5.043017354,0.543235153,0.205815539,2.856806981,7.537964775,0.1006252,0.440531356
S09_NQC2_R3,S09,B,NQC2,R3,Small,18.5,0,0,0,0,0,0.036255198,4.537266679,0.185454572,0.144484309,0.289912652,12.59855563,5.218169461,0.760242086,0.629078179,0.022526901,18.82389062,2.144216339,0.210239119,12.56903739,0.380891671,3.735188585,0,5.896694458,0.756505032,0.208099003,0.416649796,0.286727915,1.621336614,7.118489294,0.018904015,4.830734776,0.553432398,0.201978694,2.72286323,7.53003941,0.091784031,0.422045807
S09_F2_R1,S09,B,F2,R1,Small,18.37,0,0.031960947,0,0,0,0.060086321,4.358081777,0.181812412,0.1373639,0.281519349,12.51888546,4.9772251,0.728932886,0.607754792,2.957974086,16.48080323,1.943951417,0.205754038,12.11942711,0.383112419,3.585973203,0.162152957,5.672442307,0.741141283,0.198473616,0.393668615,0.276698948,1.528342632,6.994862121,0.018646064,4.676839815,0.535129138,0.183599199,3.232528044,7.961076688,0.089564314,0.443866045
S09_F2_R2,S09,B,F2,R2,Small,15.89,0.03126349,0,0,0,0,0.06080523,4.356293376,0.182886964,0.140147751,0.285274066,12.84316045,4.97457698,0.728505968,0.59962875,3.005351867,16.32539732,1.865338431,0.201766817,12.23562486,0.373623452,3.590214968,0.160426983,5.838379921,0.750209982,0.200779299,0.41032833,0.281935678,1.520490756,7.044524142,0.037867306,4.870044164,0.531402725,0.205538628,2.937900153,8.089354263,0.101724214,0.448549041
S09_F2_R3,S09,B,F2,R3,Small,18.85,0.029501319,0,0,0,0.020839583,0.059200015,4.396123593,0.179186221,0.141148956,0.284865312,12.85835927,5.031908802,0.735726642,0.605183598,3.387304501,15.53830399,1.799790436,0.208613186,12.34184349,0.38143973,3.634538458,0.154846367,5.902088632,0.763615696,0.204028884,0.40929525,0.284155865,1.542670611,7.070210078,0.021569016,4.968122012,0.538722275,0.198500891,2.737482432,8.170925452,0.09776196,0.447532151
S09_H_R1,S09,B,H,R1,Small,9.08,0,0,0,0,0,0.055781799,4.04499989,0.174802035,0.129442129,0.271503457,12.81403325,4.561488045,0.679427325,0.560998479,3.409250432,16.88522886,2.111037607,0.155088268,11.56853562,0.358561683,3.323576388,0.157246173,5.59313819,0.721552312,0.198137919,0.467855064,0.264320469,1.416160112,6.501951053,0,4.695795155,0.501135415,0.225496041,3.150904961,9.537057203,0.096565314,0.499027917
S09_H_R2,S09,B,H,R2,Small,6.83,0,0.066387154,0,0,0,0.054381487,3.945456089,0.172926112,0.131904451,0.28222498,13.06575211,4.441402808,0.654451172,0.557932595,3.566051833,16.61203812,2.171652512,0.16326787,11.20290233,0.354897961,3.234656961,0.164901382,4.816573988,0.709251618,0.199982929,0.517529552,0.26151611,1.399758004,6.747519998,0.052118711,4.576985105,0.497416283,0.245044587,3.175665697,10.63252203,0.092219511,0.429474388
S09_H_R3,S09,B,H,R3,Small,5.88,0,0,0,0,0,0.060279143,3.88739577,0.169672934,0.114488342,0.278228364,13.13114472,4.355659248,0.649193019,0.547175896,3.568735397,16.65894707,2.16981318,0.162327868,10.93216488,0.35463976,3.16725977,0.158485638,4.695615267,0.69853555,0.199764469,0.53968162,0.25777795,1.384278204,6.815925091,0,4.494806365,0.491165178,0.242617503,3.256101865,11.19028632,0.098912591,0.516507472
S09_T_R1,S09,B,T,R1,Small,2.45,0,0,0,0,0,0.279659957,3.252706343,0.147914283,0,0.290848509,14.13130848,3.645108404,0.525394209,0.515031038,4.257914188,14.90201503,2.027944043,0.170523275,9.119228404,0.360055847,2.816876548,0.187943551,3.909521138,0.657897816,0.17808025,0.699455814,0.255964272,1.31021795,7.022371957,0.077611761,3.731512552,0.477801511,0.288097473,2.94793898,16.60904874,0,0.621048748
S09_T_R2,S09,B,T,R2,Small,3.25,0.280474581,0,0,0,0.278544457,0,2.861958888,0,0,0.275342595,15.03470234,3.289637859,0.338875126,0,4.866292251,13.47031525,2.104424589,0,8.049065641,0.303969897,2.550400233,0,3.633924137,0.605228285,0,0.838459015,0.274687354,1.221802228,7.371877044,0,3.45834115,0.452241528,0.271973879,3.286657563,21.11167188,0,0.631085582
S09_T_R3,S09,B,T,R3,Small,2.97,0,0,0,0,0,0.222612554,3.543198629,0.162363458,0.119534526,0.305824136,13.96576802,3.981180561,0.575809848,0.530250179,3.849225851,14.96618862,2.164903214,0.173514993,9.934923014,0.340976488,2.994538565,0.217828278,4.302268105,0.672227559,0.179375196,0.638812688,0.260122521,1.356734003,6.979715747,0,4.131341134,0.482117168,0.316894954,2.785972123,14.83588842,0.110682339,0.58544863
S10_NQC1_R1,S10,B,NQC1,R1,Big,11.1,0,0,0,0,0,0.074790572,4.271903266,0.150462186,0.147959926,0.306605399,13.09861777,4.551481405,0.624581577,0.544850446,3.13756519,16.95518197,2.114835375,0.179408588,11.89106656,0.324961361,3.627902636,0.191217059,5.751828233,0.636283688,0.160455784,0.466472695,0.265259482,1.309355379,6.409108497,0.085683329,5.277501707,0.468473044,0.258234139,2.287623031,9.371610417,0.087387829,0.427872549
S10_NQC1_R2,S10,B,NQC1,R2,Big,11.2,0.047460095,0,0,0,0,0.083044712,4.313762805,0.146206038,0.138662045,0.29637138,13.11378258,4.703542551,0.649594364,0.585957595,3.428664449,17.25140878,1.993763521,0.217729659,12.41552635,0.33894453,3.753817167,0.170168333,5.798558377,0.648489117,0.166102563,0.419991505,0.257711015,1.290548866,6.293952902,0.07832823,5.302311549,0.486856699,0.217386765,1.620490029,8.547332993,0.09291225,0.465931809
S10_NQC1_R3,S10,B,NQC1,R3,Big,8.7,0,0,0,0,0,0.062956718,4.443796254,0.153505361,0.150941649,0.317884635,13.8542835,4.78586346,0.657696983,0.583325841,3.475674377,17.4592155,0,0,12.40913596,0.344336345,3.81610893,0.174124469,5.195001563,0.656055069,0.161044069,0.459648227,0.264149967,1.33268598,6.666056722,0,5.343614934,0.493235139,0.218939774,1.487526309,9.576649007,0.090023484,0.458763434
S10_NQC2_R1,S10,B,NQC2,R1,Big,18.66,0,0.029363902,0,0,0,0.065306758,4.60642615,0.16042548,0.147532019,0.302408203,13.08651335,4.85190525,0.673710194,0.585271057,3.407478267,16.48643492,1.847125203,0.210748671,12.41053838,0.334274519,3.771703986,0.168568119,5.827551152,0.646947597,0.161514709,0.380648784,0.261707927,1.337692474,6.439602832,0.034241532,5.257788568,0.472362267,0.189544451,2.538374201,7.756903135,0.092746749,0.445071301
S10_NQC2_R2,S10,B,NQC2,R2,Big,19.97,0,0,0,0,0.025908779,0.044081223,4.67373168,0.161197973,0.150731611,0.3059151,13.31640504,4.965616037,0.68945921,0.597632412,3.707115727,16.07310772,1.753009941,0.221472958,12.77905783,0.343740915,3.893738737,0,6.170002469,0.671066243,0.164804345,0.373594647,0.268384487,1.375219914,6.472248509,0,5.660696392,0.486885289,0.186833754,1.983799535,7.507985885,0.092416008,0.460150623
S10_NQC2_R3,S10,B,NQC2,R3,Big,16.73,0,0,0,0,0,0.06381009,4.645015754,0.166767581,0.150784056,0.305838393,13.16955497,4.927456926,0.687070931,0.597479234,3.299325359,15.92247267,1.666820608,0.21524619,12.67601534,0.333036746,3.851704127,0.158960419,5.890398025,0.653221428,0.163539682,0.387284783,0.257296146,1.357712795,6.51840406,0.022589843,5.18415116,0.469837144,0.18422103,2.56675643,7.991299637,0.086999028,0.420744395
S10_F2_R1,S10,B,F2,R1,Big,19.3,0,0,0,0,0.02346663,0.023311068,4.548353771,0.157827255,0.147638856,0.303144351,13.65995235,4.850032687,0.671471644,0.582841737,3.616877055,15.27510806,1.595594137,0.221977284,12.65592079,0.345954945,3.820629827,0.177936521,6.248371373,0.678424721,0.165907935,0.379535302,0.268399523,1.354233807,6.5281074,0,5.843135475,0.484403426,0.191184978,2.180596943,7.739846025,0.100411415,0.478819708
S10_F2_R2,S10,B,F2,R2,Big,13.05,0,0,0,0,0.024993924,0.050805758,4.582006936,0.161324196,0.148933311,0.305020214,13.42901239,4.805771036,0.661624041,0.574505741,3.387622605,16.08092143,1.763802704,0.214069435,12.50152052,0.331753784,3.790747592,0.172022216,6.057327878,0.666278387,0.16243979,0.376733224,0.263383294,1.338834084,6.513429425,0.028901689,5.572652385,0.474206262,0.186609168,2.268411733,8.01159257,0.094098936,0.462119077
S10_F2_R3,S10,B,F2,R3,Big,15.52,0.025795151,0,0,0,0.020669098,0.064366984,4.790977634,0.162820824,0.154763252,0.307870822,14.40926229,5.065107079,0.764872868,0.634280986,5.064248868,12.34543875,1.536223531,0.222988366,12.93748796,0.351587197,3.927938106,0.153866068,6.066374144,0.667185504,0.162145256,0.394763948,0.293605841,1.403464165,6.909253549,0.025325565,5.568669755,0.464275314,0.195298888,1.894055103,7.632128275,0,0.376963602
S10_H_R1,S10,B,H,R1,Big,5.13,0,0,0,0,0,0,3.614494617,0.138996749,0.150111711,0.275773454,14.08296233,3.805741037,0.5620051,0.54883929,3.66845418,15.21239174,2.071107493,0.190985132,10.10494574,0.28282627,3.186697076,0.154921918,4.476947096,0.578831968,0.14931069,0.618693222,0.247744078,1.166990867,7.250735558,0,4.821369373,0.420400418,0.230599857,2.584736935,14.57118747,0,0.486911348
S10_H_R2,S10,B,H,R2,Big,6.99,0,0,0,0,0,0.067340903,4.191954606,0.173544486,0.162046359,0.296126385,13.8345959,4.570111208,0.634739459,0.620005967,3.433348633,18.2945272,2.214240583,0.212062704,12.35151378,0.321119877,3.750013685,0.174870907,0.667630919,0.662716264,0.166176476,0.483930864,0.322256384,1.314210681,6.733157694,0,5.660182232,0.499372559,0.274920637,2.665035928,10.03486678,0,0.418185084
S10_H_R3,S10,B,H,R3,Big,10.6,0,0,0,0,0,0.061821466,4.775501542,0.166984785,0.154733102,0.310024865,14.35207845,4.990650294,0.758768622,0.625145055,4.177099924,13.75533473,1.619148274,0.222102638,12.86591129,0.341697736,3.915092754,0.148364565,5.891206216,0.657939029,0.163247817,0.414315029,0.294272512,1.396509793,6.873205723,0.020069929,5.38999483,0.519286916,0.197234229,1.920614389,7.679832479,0.031097296,0.366778408
S10_T_R1,S10,B,T,R1,Big,3.51,0,0,0,0,0,0,3.273234611,0.147519226,0.131618682,0.272729569,14.7905962,3.521369026,0.495500477,0.478430368,4.103710295,15.22660747,2.100823452,0.191192471,9.146456025,0.298781983,2.845332738,0.152541931,4.168373055,0.586691406,0.154880431,0.728656301,0.246241182,1.095919379,7.091371651,0,4.200076081,0.391925864,0.258431269,2.603739044,16.85941233,0.023174616,0.567860299
S10_T_R2,S10,B,T,R2,Big,3.35,0,0,0,0,0,0.060955105,4.10015402,0.165869176,0.149439073,0.302850314,15.12156582,4.337495858,0.435291372,0.587848571,3.862275173,17.43856514,2.328201765,0.219615536,11.65358449,0.316477694,3.36561551,0.175455562,0.691960893,0.676590477,0.165045664,0.51671847,0.303503017,1.220672322,6.434431803,0.092409283,5.742513039,0.508754328,0.264934365,2.509358042,11.19387253,0.044741477,0.505479275
S10_T_R3,S10,B,T,R3,Big,2.57,0,0,0,0,0,0,2.995003275,0.13737682,0,0.27486073,15.69360491,3.056348037,0.273131143,0.470889076,4.46043647,13.69998231,2.05492015,0.179675391,7.917755948,0.289195389,2.525796163,0.165603533,3.942807026,0.593855205,0.159022706,0.868603987,0.243380245,1.047433118,7.295334082,0,4.022797096,0.363250391,0.283113513,2.591708046,20.10992651,0,0.663476147
S11_NQC1_R1,S11,B,NQC1,R1,Big,10.76,0,0,0,0,0,0,4.207044412,0.129532619,0.136731917,0.298075489,13.42737571,4.572061603,0.589926471,0.490177991,3.25810257,17.50031994,2.157747116,0.183119203,11.18574072,0.333753501,3.49865653,0.171447625,5.782453666,0.734689898,0.177549233,0.420895894,0.300491178,1.346949901,6.265597034,0,5.405432475,0.466894913,0.216592426,2.431059113,8.944655467,0.049491729,0.488273339
S11_NQC1_R2,S11,B,NQC1,R2,Big,13.77,0,0,0,0,0,0,4.336372618,0.140962301,0.141423993,0.29837995,13.21204688,4.701860449,0.598850444,0.511069872,3.294905103,17.49657898,2.028780819,0.212544978,11.56958795,0.330683329,3.58409526,0.169672229,5.840538649,0.738090936,0.172067333,0.386855903,0.299989939,1.373477233,6.308396765,0.036725406,5.394927511,0.474725019,0.181917002,2.464608719,8.350849477,0.069335351,0.464627118
S11_NQC1_R3,S11,B,NQC1,R3,Big,13.31,0,0,0,0,0,0,4.533697373,0.144558321,0.150531876,0.318019156,14.61577482,4.85202505,0.614298389,0.529740243,3.684337192,18.09422073,1.995537458,0.224800467,11.81943479,0.344926858,3.697254429,0.188132333,6.317067558,0.792753803,0.179857678,0.422043195,0.319505862,1.44044932,6.654753027,0.045447878,0.095361068,0.500682069,0.211419482,2.521153399,8.98320719,0.077676264,0.525030525
S11_NQC2_R1,S11,B,NQC2,R1,Big,16.25,0,0,0,0,0,0,4.67398191,0.144911505,0.152001413,0.31748652,14.24348649,5.074488385,0.641815669,0.550455047,3.836216514,17.46085641,1.835730165,0.229675945,12.37328113,0.362694435,3.907267491,0.180313276,6.340000647,0.805402276,0.18274919,0.400901008,0.323120703,1.472910207,6.705001162,0.022342672,0.084678054,0.514455727,0.200947393,2.704729081,8.41610702,0.08147442,0.495982564
S11_NQC2_R2,S11,B,NQC2,R2,Big,8.46,0,0,0,0,0,0,4.194538768,0.132689567,0.134799949,0.296086063,13.61144505,4.503082941,0.546658842,0.494561812,3.553702547,17.25549093,2.239684806,0.188527154,10.92356428,0.340538325,3.427089065,0.17810885,5.119883765,0.733472565,0.175273626,0.416295364,0.302257744,1.34408516,6.327555516,0.022287529,5.428602543,0.463546911,0.218083841,2.489865267,9.477171302,0.063843136,0.493100754
S11_NQC2_R3,S11,B,NQC2,R3,Big,15.99,0,0,0,0,0,0,4.372230608,0.142673114,0.149309043,0.29739138,13.25864459,4.776588602,0.605829776,0.520919074,3.596836725,17.0202202,1.867306037,0.21466066,11.64339313,0.341418281,3.65831309,0.170283167,6.059504469,0.748702202,0.172475396,0.354906449,0.298363628,1.375022774,6.212689238,0.020278961,5.653987404,0.485078297,0.185837472,2.452038999,7.907995259,0.07071299,0.488285089
S11_F2_R1,S11,B,F2,R1,Big,23.1,0.024233475,0.028293514,0,0,0.024358113,0.062804616,5.104657872,0.160922483,0.165178505,0.336810029,15.40002202,5.280288045,0.646134362,0.563252783,1.069642913,13.77029673,1.575107675,0.236259669,12.82000721,0.366062797,4.006033596,0.048576465,6.459948461,0.840212809,0.183286491,0.39949839,0.332789926,1.50914113,6.959679786,0.020182695,5.877566033,0.518807196,0.191836208,1.889114062,7.841863811,0.067178484,0.486730539
S11_F2_R2,S11,B,F2,R2,Big,17.26,0,0,0,0,0,0,4.413892672,0.141471228,0.141808138,0.296012458,13.64294101,4.70966112,0.510666077,0.515597564,3.61552988,16.66024984,1.918265495,0.215509068,11.32811316,0.342467387,3.606604982,0.17023852,5.952947012,0.753699534,0.170256804,0.364192717,0.306499669,1.37489462,6.464062287,0.018987657,5.51722202,0.47796779,0.189426861,2.64734867,8.098067936,0.061240359,0.47832715
S11_F2_R3,S11,B,F2,R3,Big,23.33,0,0,0,0,0,0,4.624782622,0.157475884,0.151824913,0.308331451,14.39490076,4.916917839,0.64256291,0.526551031,4.810984981,12.83848513,1.505770004,0.219926669,12.04239348,0.350897881,3.72926709,0.178462885,6.283852021,0.7958667,0.174941173,0.367586373,0.336839947,1.438643377,6.739622654,0.025978606,5.938627091,0.498096775,0.193724485,2.671137835,7.576529454,0.073407717,0.486053613
S11_H_R1,S11,B,H,R1,Big,6.21,0,0,0,0,0,0.059765266,4.803692655,0.146115087,0.175762724,0.315040262,14.54182038,4.999952027,0.704604358,0.480945166,4.018105584,14.87857259,1.527695586,0.21122535,12.39961924,0.356311278,3.87097778,0.153055391,5.74525875,0.748582861,0.175782366,0.412799242,0.324172601,1.413988345,6.556239697,0.018707019,5.048877026,0.511110475,0.187267105,2.143138871,7.785693657,0.031865098,0.371859717
S11_H_R2,S11,B,H,R2,Big,7.84,0,0,0,0,0.023588219,0.052657689,4.617701543,0.146048507,0.171478113,0.308237592,14.48678531,4.901243135,0.698787049,0.467929107,4.356699909,14.49881978,1.699832031,0.22769628,12.3681117,0.338420352,3.794382017,0.161032895,6.240313893,0.770448842,0.176859213,0.399123241,0.335739733,1.399279497,6.302700808,0.019393082,5.799253353,0.449669204,0.203577433,2.132205945,7.226602665,0.037364935,0.401742475
S11_H_R3,S11,B,H,R3,Big,5.88,0.055263902,0,0,0,0,0.059381139,4.17617873,0.136147451,0.140273983,0.294967384,13.46600723,4.465249569,0.591708712,0.522094565,3.012043033,17.76830869,2.158482863,0.211857335,11.41653983,0.315623611,3.494452976,0.166999701,5.937975819,0.73951435,0.168815451,0.419386458,0.317827222,1.30661999,6.119420947,0.078935618,5.556848928,0.487958859,0.202172515,2.487286553,8.992177201,0,0.433143869
S11_T_R1,S11,B,T,R1,Big,3.27,0,0,0,0,0,0,3.187251579,0,0,0.297886202,16.0656716,3.225125481,0.292474847,0.40257961,4.540883587,14.53887923,2.096756121,0.167935364,8.153460646,0.292320966,2.650054618,0.165210311,4.135266449,0.684821845,0.180346949,0.780710312,0.310020416,1.096333024,7.048083162,0,4.441846764,0.443426297,0.327659334,2.615721994,17.85033972,0,0.597388017
S11_T_R2,S11,B,T,R2,Big,2.36,0,0,0,0,0,0,3.769987195,0.144236242,0.160546554,0.3019133,15.81031187,3.982118601,0.366078155,0.443974965,4.148547617,16.78085545,2.298635423,0.184457535,9.632635959,0.321858441,3.068691729,0.168387776,0.666601328,0.757290639,0.186080554,0.618962019,0.309440302,1.221950712,7.080035534,0,5.050319178,0.450074064,0.249107715,2.764573279,14.43072146,0,0.637502948
S11_T_R3,S11,B,T,R3,Big,2.48,0,0,0,0,0,0,2.933234131,0,0,0.292983295,16.67478732,2.838966461,0.245859281,0.414774242,4.556727832,12.91404286,2.02047178,0,6.993825479,0.261585567,2.385725703,0,3.683315297,0.652877335,0.174075212,0.874580929,0.337065675,1.066189733,7.583927877,0,3.969547676,0.444598522,0.39757945,2.770808558,21.5355526,0,0.618059844
S12_NQC1_R1,S12,B,NQC1,R1,Big,5.25,0,0,0,0,0,0,3.742354266,0.158120072,0.135633831,0.281653947,14.04313073,4.3147474,0.60521927,0.581576793,3.689681929,18.06685597,2.371896046,0.1865552,10.48737711,0.348182992,3.397642042,0.172370845,0.56434319,0.701728991,0.186147995,0.568999756,0.310193933,1.439199674,7.156540612,0,4.519596138,0.538508198,0.251987609,3.119863073,13.06802984,0,0.50380018
S12_NQC1_R2,S12,B,NQC1,R2,Big,7.55,0,0,0,0,0,0,4.007697038,0.161021629,0.131140878,0.289252882,13.54247708,4.423080735,0.608912487,0.540759648,3.552217254,17.39624144,2.230035482,0.164929644,10.4746675,0.349651944,3.274779339,0.18998835,4.932413834,0.69070145,0.174791423,0.474038504,0.281438531,1.422896456,6.683500901,0.080766726,4.784766326,0.488549134,0.249094656,3.001642875,10.01052779,0.077080882,0.523341758
S12_NQC1_R3,S12,B,NQC1,R3,Big,13.02,0,0.039516225,0,0,0,0,4.1945085,0.164256177,0.140846083,0.286829253,13.0273646,4.684900468,0.624858128,0.572962141,3.583115819,17.1734883,2.01182839,0.204005653,11.12076641,0.354063969,3.402422746,0.170896787,5.752255058,0.706235192,0.172180694,0.412001499,0.28110973,1.479568479,6.693523054,0.075090035,4.92080292,0.506300923,0.200656821,2.88230561,8.514458658,0.064060659,0.465002856
S12_NQC2_R1,S12,B,NQC2,R1,Big,22.78,0,0.021580011,0,0,0,0,4.600661983,0.174023545,0.148795899,0.298219042,13.72248088,5.122613934,0.653584838,0.611123095,5.117530644,12.86042255,1.506590648,0.205629752,12.18415848,0.363597201,3.756536173,0.183261692,6.227735063,0.742049112,0.182220901,0.390513441,0.312307463,1.565935954,6.777934898,0.033221333,5.416498141,0.5383251,0.200350349,3.186846706,7.060065168,0.081953383,0.467711795
S12_NQC2_R2,S12,B,NQC2,R2,Big,24.3,0,0.019461766,0,0,0,0,4.592026191,0.174774593,0.148836718,0.299251016,13.72537785,5.138234783,0.705143771,0.612975621,4.768290662,13.15351812,1.537921139,0.209493144,12.13959245,0.366071051,3.753248705,0.179536495,6.263604448,0.739949469,0.181549888,0.383574233,0.29350398,1.576019411,6.811931484,0.021611285,5.407654571,0.54132806,0.193836659,3.116601724,7.102184128,0.062878116,0.477091797
S12_NQC2_R3,S12,B,NQC2,R3,Big,22,0,0.018018664,0,0,0,0,4.672658046,0.178232436,0.149724709,0.301886243,13.93072082,5.206603413,0.713241642,0.621913778,5.073645453,12.57326328,1.457695446,0.206548172,12.2387062,0.371150498,3.801376625,0.175406942,6.157372039,0.741093503,0.181746206,0.393384557,0.315629774,1.585149933,6.946410929,0.022863808,5.292263882,0.542032079,0.193030404,3.067106085,7.036081318,0.06296861,0.46018919
S12_F2_R1,S12,B,F2,R1,Big,24.11,0,0,0,0,0,0,4.743776659,0.19436761,0.155202878,0.308737709,13.98417361,5.07928726,0.662694397,0.621054258,3.812304048,14.86297112,1.724936393,0.211697315,11.51947752,0.369137464,3.578261316,0.162131118,5.687574642,0.730563535,0.176112977,0.421283193,0.29029367,1.584245292,7.446565308,0.073904401,4.7192658,0.536782707,0.191430879,2.813550292,7.56128338,0.068929658,0.456437418
S12_F2_R2,S12,B,F2,R2,Big,21.73,0,0,0,0,0.019465722,0.058392279,4.690994279,0.18391999,0.150992408,0.308769117,14.32044297,5.203274409,0.719128636,0.622249486,4.689838608,13.60954752,1.615145573,0.21513277,12.17172584,0.375453197,3.773309502,0.042345332,6.244438711,0.750848626,0.183683342,0.400606409,0.321297696,1.612791746,7.136190782,0.022472775,5.292790741,0.547367945,0.200672135,2.250360656,6.879728698,0.077561656,0.4692268
S12_F2_R3,S12,B,F2,R3,Big,26.27,0,0.017287408,0,0,0,0,4.717091204,0.187080542,0.151780315,0.306517045,14.12072566,5.239112145,0.734153142,0.620384618,5.669765157,11.29031119,1.407343616,0.203596692,12.20092703,0.371495389,3.770952691,0.17394585,6.164616299,0.74914899,0.182057372,0.393271271,0.319162945,1.617926325,7.21101175,0.021453438,5.298146964,0.547572072,0.195201098,3.15764076,7.110371006,0.078054503,0.441019746
S12_H_R1,S12,B,H,R1,Big,10.96,0.024145842,0,0,0,0.020351467,0.063455994,4.878773076,0.195868387,0.18161341,0.308991284,14.49091935,5.452330595,0.808939698,0.657948803,6.509815529,11.09840427,1.326415638,0.215358787,12.56826373,0.384268507,3.831017279,0.017755582,6.209939087,0.756525082,0.19367673,0.418227218,0.323719862,1.648315097,7.391363991,0.019494478,5.245348229,0.521957236,0.206650953,1.833105561,6.703522826,0.035989599,0.404741691
S12_H_R2,S12,B,H,R2,Big,7.72,0.028253048,0,0,0,0.030846147,0.059749252,4.751010856,0.193195774,0.152628532,0.305871725,14.312728,5.358027215,0.806636677,0.640205596,5.69277666,11.42525147,1.342032727,0.220085162,12.55949853,0.382484857,3.797782531,0.014755093,6.321244088,0.763763631,0.1963895,0.417915567,0.325364043,1.650606311,7.285892907,0.019581422,5.455072897,0.52165927,0.206733426,2.07473167,7.27289862,0.030765148,0.402492519
S12_H_R3,S12,B,H,R3,Big,5.52,0.038109553,0,0,0,0.039945638,0.057814647,4.413102903,0.174708157,0.140316394,0.284504594,13.51096111,4.905203945,0.741008616,0.635356202,3.763138435,16.87804455,1.948791911,0.170324816,11.57202626,0.35022244,3.545891929,0.165599564,5.800377916,0.692797207,0.175348374,0.398878028,0.308575367,1.505479244,6.606140706,0.018269919,4.774319952,0.565802854,0.213343794,2.775854443,7.72292414,0.033118628,0.369831013
S12_T_R1,S12,B,T,R1,Big,4.2,0,0,0,0,0.148764127,0,3.345800576,0.148723657,0.141484146,0.276011752,15.35767664,3.657560831,0.361019225,0.140057561,4.390775423,16.46074475,2.289351002,0.164349037,8.695214023,0.314369243,2.778161076,0.166989751,4.375514434,0.698363562,0.19228253,0.702674955,0.296444236,1.243936635,6.594368013,0,4.065408899,0.44970486,0.246340714,2.927834431,14.89395161,0,0.620473258
S12_T_R2,S12,B,T,R2,Big,3.49,0,0,0,0,0.172837517,0,3.396389466,0.156983133,0.142991074,0.291173898,15.51145861,3.685551242,0.35136166,0.270483586,4.464742357,17.16236638,2.359275723,0.162813655,8.692840952,0.334264537,2.721403967,0.162887886,4.422026677,0.675839297,0.174409801,0.659568038,0.291445404,1.209456337,6.482489037,0,4.166089406,0.488731263,0.258592762,2.998129344,13.75174193,0,0.636016953
S12_T_R3,S12,B,T,R3,Big,2.53,0,0,0,0,0.143299995,0,3.047192205,0.144606462,0,0.27914378,15.49670618,3.377844013,0.329615982,0.136399147,4.458792983,16.43706223,2.234732908,0.161660642,8.233437683,0.310437354,2.71290659,0.157287184,3.978942785,0.714341548,0.18932076,0.788303203,0.278719049,1.20855588,6.800002184,0,3.661757195,0.438424904,0.251613988,2.965866478,16.88108367,0,0.675116121
S13_NQC1_R1,S13,C,NQC1,R1,Small,6.21,0,0.095324537,0,0,0,0,1.773633054,0,0.071614502,0.194014154,8.878704449,2.077233267,0.217356763,0.27889343,2.672826309,42.30491873,2.366528716,0.071679172,14.62383089,0.233978339,5.821040531,0.286214166,0.203812771,1.094417193,0.332583579,0.315768055,0.470238188,0.798874387,3.164765221,0.119783001,1.629630325,0.246377422,0.139667076,1.248284754,5.523331077,0,0.329369411
